id,value
i-30.b-43581.bt.bench.utorrent.com,1
rl.data.ea.com,6
www.thailandwax.com,5
pix.hk.as.criteo.net,6
client-download.steampowered.com,11
api.livescore.com,30
sp.analytics.yahoo.com,1
visitor.omnitagjs.com,1
ads.yieldmo.com,1
script.bangdom.com,4
www.thailife.com,25
s-cm.send.microad.jp,3
vjav3.hclips.net,83
vjav2.hclips.net,75
www.thailawtoday.com,11
www.thaileprosy.org,1
www.thaileathergoods.net,4
www.thailandyouthfestival.com,12
proxy-11.sg1.dailymotion.com,107
apac-jp.bidswitch.net,4
www.thailibrary.in.th,5
www.pantip.com,2
in.zog.link,21
click.union.ucweb.com,1
search.naver.com,4
net.rayjump.com,20
www.anime-sugoi.com,7
www.thailandvoyage.com,11
www.thailni.com,1
ocsp.entrust.net,13
www.thailocalgov2011.com,1
www.thailoaning.com,1
www.thailocalmeet.com,10
stats.jpush.cn,11
www.thailoveeasy.com,26
gamefeeds.superevilmegacorp.net,1
pubcontest.fotor.mobi,2
livetiles.health.appex.bing.com,5
novadune.com,3
www.thailovecar.com,1
phd.bus.ku.ac.th,1
info.ms.src.ku.ac.th,7
www.jokergameth.com,77
www.plus.co.th,6
www.thailworld.blogspot.com,1
trackmedia101.com,19
scrootca2.ocsp.secomtrust.net,8
www.thail.tourismthailand.org,3
www.colo.in.th,2
go.eset.eu,1
180.97.176.164,2
m.plus.co.th,1
samsungvuiasr.vlingo.com,4
www.thaimaintenance.com,13
www.thailandwebhost.com,7
www.thailife.co.th,2
thailworld.blogspot.jp,1
www.thailottoonline.com,11
bzland.net,4
prmobiles.com,7
ads.juicyads.com,7
www.thaimallplaza.com,1
www.thailandtapiocastarch.net,7
www.thaillust.com,1
www.hugedomains.com,1
thailandwinetoday.com,2
www.thailocalgov2013.com,6
rs.adapf.com,19
trackhub.appspot.com,1
www.thaimarch.com,1
www.tradeadexchange.com,8
www.thailivingwill.in.th,15
www.thaimarchingband.org,27
xml.weather.com,5
pubs.acs.org,28
summonerswar-sea.qpyou.cn,139
www.thaimart.co.th,1
www.thaimassageana.com,15
www.thaimanage.com,10
www.thaimarketshare.com,8
static2.garena.in.th,5
i.imgbox.com,21
red.trksrv.com,2
stat1.bluepay.asia,3
www.jmtt.co.th,1
162.254.193.21:80,3
www.bangkok-hotel.com,15
www.thaimach.com,2
www.thaimarketplus.com,2
www.linkedin.com,5
www.thaimasterprint.com,2
www.thailonglife.com,1
www.thaimaizeandproduce.org,7
www.thaimastergroup.com,19
www.thaimassagebangkok.com,15
www.thaimagicshop.com,13
www.thailandautopartsfair.com,11
s1913652004.t.eloqua.com,1
www.thaimeboard.com,1
chtatic.appspot.com,1
www.thaimegahost.com,1
www.thaimarble.co.th,3
203.154.179.70,17
p2.cmcm.com,1
www.thaimetalservice.com,1
www.thaimassagemodel.com,25
www.thailifesaving.org,28
emupdate.avast.com,3
cdnfiber.com,1
www.samsung.com,42
www.thai-mathpaper.net,14
ww38.thaimess.com,1
www.thaimassageboy.com,9
www.thaimassagestudy.com,9
www.thaimobilecenter.com,2
cdn.samsung.com,21
www.thaimax.co.th,8
js.bulkhentai.com,2
nmetrics.samsung.com,3
162.254.193.39:80,1
school.eduzones.com,1
adroute.focas.jp,2
www.thaimobilis.com,12
www.thaimoneyguide.com,7
www.thaimongkol.com,8
www.thaimoreapp.com,13
www.thailandwealth.com,4
www.thaimitsuwa.com,20
www.skyscrapercity.com,8
www.thaimediapr.com,3
signup.20m.com,2
122.193.207.52,8
sv.symcb.com,38
www.thaimuangmuni.go.th,1
sg.rayjump.com,5
vast-rtb.vertamedia.com,9
vpc.altitude-arena.com,8
www.thaimoodle.org,4
www.thaimuscle.net,2
www.toonova.net,2
fast.samsungthailand.demdex.net,1
122.193.207.53,5
www.thailiverfoundation.org,4
120.92.32.253,2
sync.fout.jp,34
videozoo.me,2
tds.tuberl.com,2
schoolweb.eduzones.com,5
ww1.thaimung.org,2
gp.symcd.com,38
www.thaimx.com,4
watch8x.com,16
trends.revcontent.com,2
s2.symcb.com,31
cloud.play44.net,7
www.thaimlmnews.com,1
image.watch8x.com,68
www.easyvideo.me,2
adp.adpies.com,3
sg.symcd.com,4
cdn.revcontent.com,1
www.thai-nano.com,1
www.thaimicrotron.com,12
www.thaimuslim.com,5
www.thainakorn.com,1
www.airport.us,5
221.228.204.93,2
cs.adxpansion.com,13
pixel.rubiconproject.com,63
www.thainas.com,25
z-1-scontent.xx.fbcdn.net,8
cdn1.livescore.com,8
sync.1rx.io,31
events.hackerwatch.org,2
api.airpush.com,2
www.niets.or.th,29
www.thaincd.com,15
goload.wecloud.io,23
www.thaindsi.org,1
www.rilc.ku.ac.th,11
www.schoolweb.in.th,1
www.thainationalfilm.com,1
avatar.garenanow.com,234
www.thainagoya.com,4
www.thainet.org,4
ocsp.startssl.com,2
www.thaimin.co.th,5
www.thaimutualfundnews.com,4
bos.ads.nexage.com,6
kasetsartjsocsci.kasetsart.org,1
62f43dd76b4a3aede5d64bbe968b602e.lswcdn.net,29
geo.soc.ku.ac.th,9
www.thaimedialaw.org,10
www.thaimtb.com,2
www.thainaturalpool.com,1
www.thainht.org,47
vast-rtb1.vertamedia.com,8
mat.adpies.com,2
tracking.directservices.it,2
www.thainationalmemorial.org,21
dnl-00.geo.kaspersky.com,69
www.cpc.ku.ac.th,4
com.autodesk.sync.public.production.s3.amazonaws.com,11
www.thainhf.org,2
www.thainextstep.com,12
ip21544352.ahcdn.com,4
www.thainiyom.ac.th,8
www.ajarnadam.tv,20
www.thaimusicfactor.com,3
dmp.adform.net,14
www.thainec.com,3
ads.lfstmedia.com,2
cm.smartstream.tv,1
interyield.td573.com,8
www.thainakarin.co.th,4
162.254.193.13:80,1
www.thainr.com,6
agri.kps.ku.ac.th,21
admin.ajarnadam.tv,2
www.thainuskinlive.com,7
runthailand.ku.ac.th,2
thainec.com,2
www.kingsmanga.net,65
www.thaioldtime.net,3
www.thaioldbooks.com,1
www.thaioctober.com,2
data6.saveserpnow.com,5
www.aiip.agro.ku.ac.th,3
koiwasexyangel.com,31
kns.duba.net,6
www.thaimetaltrade.com,2
www.thainews70.com,8
www.dtgfun.com,1
www.thaionline.in,1
i281.photobucket.com,2
s9.postimg.org,1
uppic.69proxy.com,1
esdpsd.psd.kps.ku.ac.th,23
telemetry.battle.net,5
www.thaioa.co.th,4
s23.pixxxels.org,2
s9.pixxxels.org,2
www.thaiorc.com,9
162.254.193.12:80,4
www.thaioptometry.org,2
www.thaiorchids.co.th,25
www.thaiorganize.com,2
www.ling.human.ku.ac.th,3
www.thainetdesign.net,3
www.thaiorchidcooking.com,1
120.92.32.150,1
www.thaionline1.com,22
kulc.lib.ku.ac.th,39
www.thaioutlet.com,1
www.thainotebookparts.com,3
www.thaipacindustry.com,2
web.ku.ac.th,17
putlocker.today,17
en.ddd2.zhuoyuechenxing.com,1
www.thaipacific.co.th,10
kss-sport.ru,2
ismart.vv88id.com,8
www.thaiocean.co.th,14
network-cdn.wowshit.com,10
www.thaiozonline.com,11
login.ku.ac.th,2
srv.bebi.com,90
videos1.xvideos.com,15
a.upxnav.com,7
vas.samsungapps.com,22
www.thaiorigin.com,4
partners.tremorhub.com,37
www.thaipanel.net,2
www.thaiorganictrade.com,21
gv.symcd.com,35
cdn.putlocker.today,27
www.thaipalaces.org,1
www.thaioz.com.au,1
dldir1.qq.com,1
www.thaipapercup.com,2
www.thaipack.or.th,8
www.thainihnic.org,3
www.thaiparcels.com,1
www.thaiparker.com,1
www.thaipaipan.com,2
www.thaipat.co.th,8
www.thaiopticalgroup.com,5
fna.csc.ku.ac.th,4
162.254.193.40:80,3
www.thaipediatrics.org,18
www.thaipat.ac.th,16
www.thaiperinatal.com,3
www.cjb.net,7
www.thaipaq.com,1
a.collective-media.net,1
www.thaipa.net,1
www.physics.sci.ku.ac.th,1
www.thaipaperbox.com,5
www.thaipet.com,2
www.bangkokbiznews.com,61
www.thaiphraphoom.com,2
videofree.me,2
www.thaiplasticclinic.com,1
www.thaipipe.com,1
gspe21.ls.apple.com,2
www.buddhism.rilc.ku.ac.th,23
vet.kps.ku.ac.th,1
www.thaiplastics.org,10
pmir.3g.qq.com,85
thahdie7.com,3
www.thaiplumvillage.org,2
siambit.org,1
www.floodthailand.net,1
www.thaiplaylist.com,1
www.thaipocket.com,154
optimize.innity.com,35
www.thaipoliceshootingclub.com,2
edtech.edu.ku.ac.th,2
www.thaiplaspac.com,30
www.thaipolycons.co.th,26
dispatcher.360in.com,10
www.thaipool.net,2
185.123.143.166,3
www.thaipoem.com,11
www.thaiportfc.com,3
www.thaiorigami-club.net46.net,20
www.watcharathath.com,3
www.thaipost.net,1
www.thaimcu.com,4
th.adsloads.com,31
www.thaipatanakit.co.th,1
www.thaipomeranianclub.com,5
www.thaiprddc.org,1
www.aommoney.com,1
www.thaipopulation.org,3
api.apk.v-mate.mobi,4
sync.malwareprotectionlive.com,7
www.thaipresentation.com,6
www.gistda.or.th,1
www.thaiprinter.com,1
www.thaipr.net,32
www.thaiprintawards.com,26
www.thai-products.net,43
www.vmth.ucdavis.edu,14
www.thaipropertyguide.com,25
timeshare9.com,1
www.thaiprono.org,1
www.thaiproserver.com,7
www.thaiprivatedent.com,11
js.gsspcln.jp,6
www.thaiproperty.in.th,18
www.thaiobayashi.co.th,3
www.thaiprosolution.com,1
www.thaiptv.com,6
rt.gsspat.jp,64
www.thai-otsuka.co.th,2
www.thaipbd.com,5
www.thaipuma.com,7
www.thaiquickaccounting.com,1
www.thinkdifferent.us,6
www.academic-server.cvm.umn.edu,1
www.thaiplasticpack.com,11
www.moph.go.th,1
logger-02.vty.dailymotion.com,2
nisit.kasetsart.org,19
www.thairacingpigeon.com,4
http-test1.hola.org,4
n6-aux-log.videe.tv,24
engine.bitmedianetwork.com,12
aren,1
csx-sl001.dl.sonyentertainmentnetwork.com,10
impact-www.eng.ku.ac.th,1
short.weixin.qq.com,15
cdn.userreport.com,2
www.thairath12.net,1
www.thaiprivilege.com,2
www.thaipromote.com,4
gum.criteo.com,3
www.thai-radio.com,1
www.thaira2.com,2
www.thai.rbru.ac.th,26
www.thaireadyweb.com,25
r3---sn-0opoxuui5pa5oq-c33s.gvt1.com,14
slot1.images1.wikia.nocookie.net,4
www.thaireaderclub.com,25
adnetwork.adasiaholdings.com,4
www.thairb.com,1
www.thaipsyop.com,22
www.thaire.co.th,15
api.wikia.nocookie.net,2
deedeecashback.com,22
monsterhunter.wikia.com,18
slot1.images3.wikia.nocookie.net,1
slot1.images4.wikia.nocookie.net,2
162.254.192.26:80,1
www.adotube.com,5
img4.wikia.nocookie.net,3
www.thaiquip.com,25
adsbybumq.bumq.com,4
sv.brand-display.com,1
www.thairent.com,1
thairent.com,1
a.tribalfusion.com,22
thaipods.com,2
init-p01md.apple.com,12
a.wikia-beacon.com,15
bog.thaipbs.or.th,1
cdn.fandommetrics.com,1
cca.mob.com,3
0914.global.ssl.fastly.net,5
ssp-bidder.i-mobile.co.jp,6
www.thailandwto.org,1
www.thairicemill.com,9
thaipun.com,1
stats.pagefair.com,2
www.thairidgeback.in.th,15
resolver.msg.xiaomi.net,9
www.googletagservices.com,30
news.thaipbs.or.th,3
www.sciencedirect.com,64
203.157.15.33,1
www.thairobotics.com,1
n.lnwfile.com,2
samsungthailand.demdex.net,5
www.thairetouch.com,2
vignette4.wikia.nocookie.net,3
www.thairicemilk.com,2
n7-aux-log.videe.tv,27
www.thaiplustour.com,1
www.thairsc.com,25
thairesearcher.info,1
www.thairice.org,4
www.thairugbyunion.com,6
www.thaiquest.com,12
www.thaipul.org,22
server50004.teamviewer.com,13
match.taboola.com,10
www.thaiprobiotics.org,9
dsp.videostat.com,3
down-update.qq.com,16
www.thairadiocenter.com,5
p-behacdn.ksmobile.net,5
www.thaisakolgp.com,3
www.thairuamyontgroup.com,7
www.thairivercruise.com,4
ftp.sjtu.edu.cn,3
www.thaisaga.com,21
www.thaisang.com,16
www.physio.vet.ku.ac.th,1
www.thaiscandic.com,4
thaireefer.co.th,175
cnv.tcsrv.com,3
error404.000webhost.com,3
as.eu.angsrvr.com,13
162.254.192.11:80,2
www.thairheumatology.org,1
escore.niets.or.th,4
psy.soc.ku.ac.th,1
www.thai-sculptures.com,15
i-29.b-43085.ut.bench.utorrent.com,2
www.thairung.co.th,13
www.thaiscreens.com,2
wow.uc.cn,10
somicrososoft.ru,14
www.cm-mba.bus.ku.ac.th,1
www.thaiscience.eu,74
www.thaiseaviewparadise.com,1
www.thaisearchsite.com,1
www.thaisarco.com,2
i-32.b-43085.ut.bench.utorrent.com,2
www.thaisat.co.th,2
www.thaiseed.co.th,3
now.bt.co,1
www.thairunning.com,6
img-l3.xvideos.com,55
ac.eu.angsrvr.com,35
www.thairpm.com,25
www.thairoomonline.com,16
www.thaisaveoil.com,2
cti.w55c.net,23
www.besthostingthai.com,1
ga2.line.naver.jp,4
www.thaiseopro.com,18
proxy-29.sg1.dailymotion.com,1
ak1.abmr.net,2
th-live-01.slatic.net,18
www.thai-seo.net,1
logger-04.vty.dailymotion.com,5
lazada.d3.sc.omtrdc.net,10
th-live-g-01.slatic.net,3
www.thaiseisen.com,10
www.agro.ku.ac.th,100
www.thaisecurityprinting.com,1
www.thaiserc.com,5
www.thai-server.com,11
gcm.netmng.com,1
analytics.rayjump.com,1
www.googleadservices.com,5
www.thaisgwa.com,26
99566.hittail.com,10
epiv.cardlytics.com,1
www.thaiservhotel.net,5
dis.as.criteo.com,16
www.thai-scubanet.com,8
www.thaisem.com,7
www.thaishapeboard.com,1
la.www.mydns.jp,4
162.254.192.24:80,1
www.thaisamkok.com,10
proxy-08.sg1.dailymotion.com,1
www.thaishipping.co.th,14
cas.pxl.ace.advertising.com,2
mobile.crash.opera.com,5
event.thaipbs.or.th,1
www.thaishanghai.com,7
www.mangathai.com,58
r.remarketingpixel.com,10
servicer.mgid.com,87
www.thaisewing.com,1
www.thaisilk.th.com,9
www.safety.eng.ku.ac.th,6
thaisamsunglife.co.th,15
www.thaisemhost.com,1
static.adtplatform.com,5
www.thaiscorecard.com,18
www.thaiskyhost.com,1
www.thaisexuality.ihr.chula.ac.th,8
fe.eng.kps.ku.ac.th,4
www.ttc.ifrpd.ku.ac.th,13
delivery.adtplatform.com,13
www.thaisinka.com,1
media.innity.net,49
ml314.com,11
cm.steepto.com,4
api.stathat.com,16
cdn.nattablog.com,33
cast.innity.com,19
www.thaiscada.com,10
rq.upgrade.cmpc.cmcm.com,3
www.thaislack.com,10
usher.twitch.tv,2
monitor.uu.qq.com,8
ku.th,4
www.thaiskyticket.com,1
www.thaislotcar.com,6
www.thaismai-tsm.com,1
alija.xyz,19
www.secondlife.com,1
www.thaismesoft.com,6
pd4-cl.revsci.net,5
www.thaismilefly.com,4
yourjavascript.com,4
www.thai-sle.com,5
www.thai-sms.com,1
www.thaismileair.com,1
www.thaisermons.com,5
www.thaisiaminkjet.com,3
www.thaisnack.com,1
img3.wikia.nocookie.net,2
www.thaisnews.com,1
709031.redpop.pro,2
www.thaisoccernet.com,63
www.thaisoccer.net,1
g.c.appier.net,8
www.thaismilemarket.info,2
www.thaishoppingbag.com,1
opps.taboola.com,57
vast.bp3872053.btrll.com,3
www.thaisite.net,3
www.thaisouthtoday.com,1
nmss.gcdn.netmarble.com,7
feed.mikle.com,3
thai-songs.blogspot.jp,1
tdsrmbl.net,2
www.thaisouth.com,1
data.hackerwatch.org,2
www.qa.ku.ac.th,3
en-th.appex-rf.msn.com,3
video-edge-7e9328.sjc01.hls.ttvnw.net,9
cs.chromeinform.net,3
s.thebrighttag.com,20
ww43.thaisoft.com,3
www.thaisouthernswim.com,15
www.thaisokawa.com,49
urlvalidation.com,6
www.cras.ms.src.ku.ac.th,1
www.thaispinner.com,1
www.thaispaassociation.com,8
mirrors.zju.edu.cn,8
www.thaispyshot.com,2
www.thaisportsmed.org,1
www.thaisri.com,1
tags.rllcll.com,41
www.thaiset.com,1
www.thaistanley.com,11
www.thaispla.com,7
www.thaistationery.com,1
www.thaisamsunglife.co.th,31
www.thaisouthern.com,4
www.thaistonecenter.com,9
proparm.jp,6
www.thaisoft.com,2
www.thaistyle.in.th,1
www.thaispinecenter.com,21
genetics.sci.ku.ac.th,20
www.thaisugarmillers.com,1
www.thaisoftware.co.th,2
www.wd2go.com,1
www.thaistudyabroad.com,3
www.thaisrw.com,6
uit99.cafe24.com,12
www.thaisunroof.com,6
www.thaispa.net,1
leads.hdfcbank.com,4
s.igmhb.com,22
www.thaisomboon.co.th,8
www.thaisupreme.com,5
www.thaispine.com,35
api.wp.haokan.mobi,3
www.thaisky-digital.com,6
www.thaisoa.org,1
mirrors.fedoraproject.org,1
www.thaisony.com,6
www.thaistemlife.co.th,8
n.ads1-adnow.com,10
www.thaiswatch.com,1
www.thaisync.com,2
en-au.appex-rf.msn.com,2
www.edu.ku.ac.th,8
www.e4thai.com,1
www.arch.ku.ac.th,5
www.thai-tabuchi.co.th,9
www.thaiswim.com,1
www.thaitaiyo.co.th,2
www.thaitambon.com,25
lesbian.dooclip69.com,22
www.thaitape.co.th,19
i-38.b-43580.ut.bench.utorrent.com,3
eservices.solihull.gov.uk,5
www.thaitarad.com,24
www.interprogram.ku.ac.th,23
www.vlive.tv,4
www.thaisubtitle.com,13
global.msmtrakk07b.com,1
scwww.edi.akashi.hyogo.jp,5
resource.duapp.com,5
www.thaitap.com,1
www.thaistigmatines.org,12
www.thaiteacherstv.net,25
wpc.32df9.rhocdn.net,5
v.phinf.naver.net,3
www.thaitch.org,2
www.thaisuperiorart.com,1
www.thaitechno.net,1
www.thaitabletennis.com,6
www.bioscience.project.ku.ac.th,1
www.thaitelecentremall.com,1
202.28.87.35,3
www.thaitaxiclick.com,5
www.thaitechcollege.com,3
feed.voodoo.com,1
www.thaitennismagazine.com,1
getsearchinnow.com,7
s10.histats.com,26
su.addthis.com,13
www.thaithamdee.com,1
www.thaitgri.org,1
www.thaitestspeed.net,1
www.thaitatami.com,6
sp.gmossp-sp.jp,1
www.thaistudentairfare.com,17
www.thaiteachers.tv,8
www.thaisupershop.com,6
i3.c.eset.com:80,4
www.box-manga.com,16
www.thaithoracic.or.th,23
cs.chromiumhub.com,4
www.thaisuperbrain.com,1
www.thaiticketcenter.com,13
www.king-anime.com,1
as.innity.com,33
www.thaitimber.com,4
www.thaitiat.com,12
www.thaitimenews.com,2
rc.symcd.com,7
vcs.vdspf.com,1
www.thaitechboredpile.com,3
www.thaiticketmajor.com,31
www.guchill.com,4
www.thaitca.or.th,25
www.thaitaxinfo.com,25
www.thaisteelwork.com,24
webboard.thaigolfguru.com,14
thaitba.org,3
www.thaitiptop.com,1
xml.adme24.com,1
www.thai-tobacco.com,1
pixel.tapad.com,10
www.thaitex.com,8
www.thaisteward.com,15
admin.thaigolfguru.com,2
www.thaigolfguru.com,1
www.tha-it.ac.th,3
www.stickboydaily.com,1
sstatic1.histats.com,1
www.thaitop.net,8
www.thaithonghotel.com,1
www.adultblogtoplist.com,2
cloudbox.ku.ac.th,1
ip.hayhaytv.com,2
img.hayhaytv.com,9
www.thaitouchscreen.com,2
rev.mrac.games.my.com,2
www.thaitractor.com,1
www.thaitourzone.com,1
www.thaitimber.org,18
www.javpost.net,3
www.thaitradepoint.com,1
www.thaitradetravel.com,20
cmscdn.ksmobile.net,2
www.thaistudies.chula.ac.th,1
api-logncrash.cloud.acc.toastoven.net,1
www.thaitourthai.net,1
sv.symcd.com,19
www.thaitobacco.or.th,13
t18gmedia.com,9
www.thaitba.org,1
www.thai-transplant.org,1
www.thaitoolshop.com,23
www.thaitochina.com,1
cms.analytics.yahoo.com,11
162.254.193.51:80,3
www.thaitravelcenter.com,8
www.thaitravelclinic.com,25
n4-aux-log.videe.tv,10
www.thaithavorn.com,3
vast-rtb5.vertamedia.com,1
on.tubexxxonly.com,24
www.thai-toku.com,20
www.ddproperty.com,1
k.intellitxt.com,4
www.thaitoursearch.com,11
adwalte.info,1
p4085325.iavs9x.u.avast.com,2
840a-7666-b656-948c.reporo.net,2
interface.taladapp.com,3
www.thaitechnet.com,38
s-cdn.phonearena.com,2
www.thaisoundlab.com,3
images-eds.xboxlive.com,3
i-cdn.phonearena.com,4
www.thaitransport.org,12
www.thaitrip.com,1
www.thaitradelondon.com,25
dna.cyberlink.com,2
edgecast-video.xvideos.com,9
ads.rubiconproject.com,3
www.thaitsukisword.com,25
www.thaitravelnet.com,2
rtd.tubemogul.com,13
images.intellitxt.com,3
www.thaits.org,1
ov2ochu.bid,4
muzikfury.thewhizmarketing.com,2
www.thaitv3.com,2
api.ad.launcher.campmobile.com,6
www.thaitv1.com,14
vast.videe.tv,3
mscrl.microsoft.com,6
www.thaiultralight.com,1
www.thaitwitter.com,4
www.thaitravellondon.com,25
www.thai-t-shirt.com,4
www.thaiunionfeedmill.com,16
static.b-marketable-87.com,4
www.thaiuniongroup.com,1
www.thaisommelier.com,16
www.thaitox.org,7
www.thaiurethane.com,4
5frw96vcmkfb5k.ru,11
i-43.b-43085.ut.bench.utorrent.com,1
www.thaiuptime.com,8
www.thaitravelmart.com,1
www.thaivehicle.co.th,2
upcloud.security.baidu.co.th,2
b.sli-spark.com,8
catbreeds.biz,1
cdn.w55c.net,4
www.thaivespa.com,5
www.thai-viagra.com,38
www.thaivirawat.com,4
www.thaiumbrellas.com,24
csgotrade.zone,1
beacon-apac-hkg1.rubiconproject.com,29
a.adtechus.com,3
www.thaitradechina.cn,26
tap-s.rubiconproject.com,1
rub.pxl.ace.advertising.com,2
www.thaiwakepark.com,15
www.thaivdoclip.com,1
s44bigsale.com,1
www.thaivma.com,27
www.lazada.co.th,26
valve1003.steamcontent.com,459
stat100.ameba.jp,36
www.thaiwalen.com,12
www.thaiwac.ias.chula.ac.th,1
www.thaivi.org,13
www.thaiwarrant.com,20
ad.dumedia.ru,3
www.thaiwashercarclub.com,2
showads.pubmatic.com,71
ad.pr.ameba.jp,6
www.hittail.com,3
ww1.thaivi.com,2
cm.adgrx.com,2
thaivision2020.com,1
www.thaiwatengineering.co.th,9
www.thaiwater.net,20
www.thaitumweb.com,13
dis.criteo.com,44
bidi-geo.mythings.com,1
vph.vet.ku.ac.th,2
www.cpe.eng.kps.ku.ac.th,4
www.thaiwatsadu.com,54
www.thaiwatchshop.com,1
www.thaiwatertank.in.th,1
tce.alicdn.com,17
assets.applovin.com,2
www.thaiwebdesign.net,6
mic.eng.ku.ac.th,3
ets-ap-southeast-1.smaato.net,32
www.thaiwebber.com,26
sy.bf.amebagames.com,6
thaiwebcenter.com,5
ocs.ku.ac.th,11
www.thaiwasteexchange.net,26
www.thaiwebexpert.com,27
mediab.uy,3
www.netdesignthai.com,1
t.tmdn2015x9.com,5
ip.taobao.com,8
zpore.com,21
bidder.aerserv.com,1
www.thaiwebdesignhost.com,5
secure.livechatinc.com,223
r.turn.com,14
www.thaiwbi.com,19
bdcrqgonzmwuehky.nl,15
aw.dw.impact-ad.jp,2
www.thaiuretek.com,13
ssl-stat.amebame.com,1
ssl.gstatic.com,6
map.media6degrees.com,1
www.thaivolunteer.org,33
instagram.fsdu6-1.fna.fbcdn.net,1
www.thaiwebindex.com,1
cdn.doubleverify.com,5
bf.amebagames.com,21
www.thaitrick.com,10
91.228.165.43:80,19
ocsp.intel.com,160
dsp.adfarm1.adition.com,1
www.thaivivat.co.th,71
www.thaistreetrunners.com,246
rq.wh.cmcm.com,7
www.thaiwebhosting.net,13
aol-match.dotomi.com,16
www.thaiwahclub.com,12
tps10254.doubleverify.com,2
www.thaitrainingzone.com,12
c.one.impact-ad.jp,2
www.thaiwardogs.net,1
www.thaitranslation.info,15
www.nungav.ws,6
madmax.hkijngy.me,12
www.wtp101.com,6
elb-skmicroservice-imgproxy-757259598.us-west-2.elb.amazonaws.com,1
pixel.jumptap.com,2
www.speradeals.com,4
www.thaireefer.co.th,112
dt.scanscout.com,1
ip-api.com,10
replay154.valve.net,3
www.thaiwebmart.com,1
www.thaiwebkit.com,4
ylx-1.com,3
tap.rubiconproject.com,1
www.thaiwebprovider.com,1
www.nec.psd.ku.ac.th,4
www.thaiwebsms.com,4
uc.ucweb.com,2
91.228.167.133,107
g2.symcb.com,5
dnl-14.geo.kaspersky.com,66
cdn.jsdelivr.net,2
ad.yieldmanager.com,2
px.gumgum.com,1
www.thaiwebdevelop.com,1
sy.ameblo.jp,5
valve1008.steamcontent.com,211
www.thaiweddingfair.com,25
thaiwaterlily.com,4
www.thaiwebwizard.com,18
men.mthai.com,48
www.thaiweekender.com,11
site.api.espn.com,1
www.kps-iged.psd.kps.ku.ac.th,8
www.thaiwire.co.th,1
newsty.cpe.ku.ac.th,9
allplayer.tk,1
aff-a.advertica-cdn.com,2
ee.ku.ac.th,5
ios16-app.nizikano-2d.jp,1
i.w55c.net,12
www.thaiweddingmall.com,33
kejnojd7.ru,2
www.thaiweddingstory.com,20
www.nisit.kasetsart.org,1
dpl.arch.ku.ac.th,2
globalv.p.naverrmc.edgesuite.net,44
rudy.adsnative.com,2
www.thaiworm33.com,25
spgame-api.ameba.jp,1
logs-01.loggly.com,1
www.mooplayer.com,6
www.thaiworm.com,1
ww4.thaiwin.com,1
ew1.reg.bigdata.ssp.samsung.com,1
www.thaiwebplus.com,13
www2.grad.ku.ac.th,3
nightsiam-series.blogspot.com,7
www.thaiwriterassociation.org,1
www.cookiecoffee.com,16
www.thaiwoodengames.com,12
www2.kus.ku.ac.th,1
www.thaiwork.com,8
www.thaiworship.com,2
ww38.thaiworm.com,1
ads.creative-serving.com,3
www.thaiwebspace.com,1
www.thaiwebcreate.com,1
cdn2.inner-active.mobi,5
www.thaiwriter.net,9
www.thaiwriter.org,1
sync.ipredictive.com,3
cm.dsp.linksynergy.com,1
lh4.googleusercontent.com,4
lh6.googleusercontent.com,4
www.thaiwebdesigns.com,10
www.thaiwriternetwork.com,1
cdnstats-a.akamaihd.net,45
6ssrhfk3pj5sn.ru,8
www.thaiyareerubber.com,12
c.statcounter.com,4
www.thaixstitch.com,10
www.thaiws.com,25
courier.person.mgtv.com,20
techrepublic.stream1.fyre.co,7
p.jwpcdn.com,8
update.itools.hk,2
162.254.192.18:80,2
www.thaiyazaki.com,12
www.thaiweb.org,1
www.bio.flas.kps.ku.ac.th,1
www.thaiyoma.com,6
www.thaizad.com,25
www.thaiyazaki-electricwire.co.th,22
www.thaiza.com,2
ssum.casalemedia.com,17
valve1009.steamcontent.com,320
www.thaizeed.net,27
cm.netseer.com,2
fillip.departapp.com,1
www.thaizest.com,1
www.pr.ku.ac.th,5
www.thaiwomen.or.th,15
www.thaiza.ws,1
thaiza.ws,1
dv9jxx8omkzxb.cloudfront.net,2
www.thajaosanook.go.th,19
www.thaiwebster.com,24
2.gravatar.com,2
www.thakaecity.go.th,1
a.audrte.com,1
www.thaizaamusic.com,1
mpp.vindicosuite.com,1
ww12.thaiwin.com,1
www.thakam.go.th,8
fam.csc.ku.ac.th,10
instagram.fbsb1-1.fna.fbcdn.net,1
mobileclickoffer.com,1
odr.mookie1.com,2
cms.quantserve.com,3
www.thakotech.co.th,28
t.wayfair.com,2
www.thaksina.net,53
www.thaksinawat.com,26
www.thaklong1.ac.th,6
creative.speednetwork14.com,1
c.us1.dyntrk.com,5
rcp.c.appier.net,1
www.thalang.go.th,11
sync.extend.tv,1
news.tlcthai.com,3
melondaily.tk,3
um.simpli.fi,2
ad-exchange.toast.com,1
pool.udsp.iponweb.net,2
www.thaliwit.ac.th,1
a3-57.clients.cdn13.com,24
speednetwork14.adk2x.com,2
img.mthcdn.com,15
sysupgrade.api.vivoglobal.com,9
www.ibook.info,5
iploc.eset.com:80,6
sync.adotmob.com,2
i-35.b-43388.ut.bench.utorrent.com,1
pics.manager.co.th,2
pxl.connexity.net,2
www.thaizipbag.com,8
